Type,T_MtoP,T_PtoI,T_ItoD,I_MtoP,I_PtoI,I_ItoD,M_MtoP,M_PtoI,M_ItoD,R_MtoP,R_PtoI,R_ItoD,P_MtoP,P_PtoI,P_ItoD
4,0,0.761449337,0.975938141,0.975026548,0.994439721,0.99588865,0.386362195,0.058887422,0.732879639,0.369359434,0.061798006,0.738792479,0.306485564,0.068585485,0.757883728
4,0,0.761360109,0.975659788,0.974815488,0.994541764,0.995962262,0.385210574,0.05913052,0.733301282,0.372916937,0.060910851,0.737481833,0.308146715,0.068107367,0.757294774
4,0,0.761518538,0.975213468,0.974410355,0.99464649,0.996035337,0.384186924,0.059346765,0.733675122,0.37629655,0.060138285,0.736254692,0.311986655,0.067349494,0.756030738
4,0,0.761710346,0.974273443,0.973886251,0.994782865,0.996131182,0.384620816,0.059555173,0.733624101,0.37843585,0.060156584,0.735649228,0.314522296,0.066649437,0.755132198
4,0,0.76195389,0.974285424,0.973370135,0.994880259,0.996198595,0.386463851,0.06003201,0.733259559,0.381329626,0.060532838,0.73494637,0.317493737,0.066165835,0.754184783
4,0,0.76190722,0.975060582,0.972873807,0.994963527,0.996256053,0.388549954,0.06076172,0.732911527,0.38390559,0.061024129,0.734371901,0.321064025,0.065914094,0.75314945
4,0,0.761812329,0.975800455,0.972448289,0.995048106,0.99631542,0.391057074,0.061652988,0.732496738,0.385836065,0.061730564,0.734055817,0.324769139,0.065883428,0.752148628
4,0,0.761739016,0.976303101,0.972153008,0.995087743,0.996342301,0.393571883,0.062644035,0.732113004,0.38786751,0.062396497,0.733695805,0.328418463,0.066207439,0.751276672
4,0,0.76167202,0.97628963,0.97182405,0.995114088,0.99635911,0.395971358,0.063776821,0.731810212,0.3895455,0.063088953,0.733446956,0.330263138,0.066613317,0.750918508
4,0,0.761832595,0.976374745,0.971520305,0.995131493,0.996368945,0.397956461,0.0647147,0.731559515,0.39128077,0.063824862,0.733195841,0.33163482,0.06698513,0.750674367
4,0,0.761968851,0.976396501,0.971161306,0.995158017,0.996385336,0.399605632,0.065494627,0.731351018,0.391911983,0.064252794,0.733157873,0.332716197,0.067393512,0.750517488
4,0,0.762041092,0.975712538,0.970821023,0.995181501,0.99639976,0.401000559,0.066154689,0.731174171,0.393381357,0.064851552,0.732935965,0.33332473,0.067696303,0.750453353
4,0,0.761990666,0.974557519,0.970446169,0.995185018,0.996398926,0.402204156,0.066724509,0.731021821,0.394805491,0.065420836,0.732717276,0.335652292,0.068237782,0.749997914
4,0,0.7618922,0.974480629,0.970115602,0.995182276,0.996394336,0.403238118,0.067214221,0.730890632,0.39241004,0.066047013,0.733618796,0.338064343,0.06871447,0.749499798
4,0,0.761753321,0.974189222,0.969872713,0.995161891,0.996376574,0.40414378,0.067643583,0.730775297,0.392492771,0.066238105,0.73365885,0.337883979,0.068835318,0.749593735
4,0,0.761544824,0.97378087,0.969645083,0.995149314,0.996365249,0.404946834,0.06802395,0.730673611,0.389668405,0.066952884,0.734711349,0.338080913,0.069003344,0.749598563
4,0,0.760964811,0.972999275,0.969459832,0.995136917,0.996354222,0.405347228,0.068496346,0.730719805,0.388389707,0.067399889,0.735227942,0.337397665,0.06929639,0.749888182
4,0,0.760057032,0.970813632,0.969307303,0.995122075,0.996341407,0.404950321,0.068930954,0.730983913,0.388014108,0.067681938,0.735430241,0.336824238,0.069534212,0.750129044
4,0,0.759306788,0.969887912,0.969184577,0.995107234,0.996329248,0.404090732,0.069678634,0.731488645,0.383449972,0.068854839,0.737124383,0.336562485,0.069739461,0.750271559
4,0,0.758489132,0.968684435,0.969151318,0.995095611,0.996320009,0.403273225,0.070554882,0.732025266,0.378722221,0.069871277,0.73880738,0.334962726,0.070229292,0.750875473
4,0,0.757253408,0.965932071,0.969138145,0.995083511,0.99631089,0.401155889,0.071821332,0.73306644,0.374114931,0.070812076,0.740423322,0.332684726,0.07075876,0.751675844
4,0,0.756116986,0.962368846,0.969149292,0.995062947,0.996295691,0.397658736,0.073260039,0.734558463,0.373982608,0.071141481,0.740570366,0.3299281,0.071297199,0.752606869
4,0,0.754956961,0.959872365,0.969146967,0.995047569,0.996284246,0.393674374,0.075197816,0.736350298,0.37054798,0.072172344,0.741876602,0.329481423,0.071635634,0.752838671
4,0,0.754375815,0.958648503,0.969192803,0.995018601,0.996263027,0.390386462,0.076794028,0.737822771,0.366187125,0.073279262,0.74346149,0.327487797,0.072279274,0.753588259
4,0,0.753834367,0.957401276,0.969283223,0.994970441,0.99622786,0.387720346,0.078086227,0.739012361,0.362422049,0.074248224,0.744829774,0.324633241,0.073027134,0.754600644
4,0,0.75316608,0.955603004,0.969357669,0.994917989,0.996189356,0.38549304,0.079164535,0.740003407,0.359017789,0.075167239,0.746075273,0.322194397,0.07377705,0.755496144
4,0,0.752268553,0.951876998,0.969451547,0.994867325,0.99615258,0.382308573,0.080549836,0.741360605,0.356647789,0.076049179,0.747018635,0.319450349,0.074509948,0.756466627
4,0,0.751877069,0.948027015,0.969541609,0.994815409,0.996114492,0.379590094,0.081730962,0.742514372,0.354981512,0.076808482,0.747725248,0.317435443,0.075192034,0.757221282
4,0,0.7512815,0.943856597,0.969658077,0.994760811,0.996074736,0.377314031,0.082718223,0.743478596,0.354037166,0.077461302,0.748197258,0.315960824,0.075881124,0.757831097
4,0,0.75042522,0.939122915,0.969705701,0.994722962,0.99604708,0.374485582,0.083437622,0.744506478,0.35484764,0.078304261,0.748250663,0.31487909,0.076481014,0.758306205
4,0,0.749500215,0.933764517,0.969750702,0.994694352,0.99602598,0.372003466,0.08430481,0.745482504,0.35461393,0.078611642,0.748414993,0.314988017,0.076928735,0.758416116
4,0,0.749160528,0.928814948,0.969807386,0.994677424,0.996013999,0.371505409,0.084687054,0.745748401,0.354273736,0.079000413,0.748634577,0.314780533,0.077326119,0.758592367
4,0,0.749584913,0.9238258,0.969861448,0.994653583,0.995996594,0.370953232,0.08494702,0.745988548,0.354022443,0.079345316,0.748815536,0.314540446,0.077715844,0.758774579
4,0,0.749830484,0.918641448,0.969899774,0.994630337,0.995979667,0.370037615,0.085362524,0.746380031,0.355170518,0.080107987,0.748750687,0.31431511,0.07810232,0.758952379
4,0,0.750248015,0.914792418,0.96991235,0.994611681,0.995965779,0.369257331,0.085701793,0.746709466,0.356547058,0.081110001,0.748701632,0.314700037,0.078675151,0.759023428
4,0,0.750418723,0.91064775,0.969929278,0.99458611,0.995946944,0.369152248,0.085953891,0.746822536,0.356412888,0.081463158,0.748853147,0.315632045,0.079487681,0.75902009
4,0,0.750793457,0.903615177,0.969931304,0.994564891,0.995930791,0.369189769,0.086271286,0.746917903,0.356201291,0.081808686,0.749023318,0.315653622,0.079999328,0.759169102
4,0,0.751006246,0.898182631,0.969951868,0.994536579,0.995909691,0.369287372,0.087092012,0.747162223,0.355889559,0.082198471,0.749235511,0.315499127,0.080366254,0.759320915
4,0,0.750743568,0.893326759,0.969941676,0.994520724,0.99589783,0.369206816,0.087502241,0.747319579,0.358120263,0.083855331,0.749168396,0.315240175,0.08074823,0.759505391
4,0,0.750481486,0.890919268,0.97002399,0.994479895,0.995868266,0.368925035,0.088408142,0.747693896,0.357961357,0.084279001,0.749349415,0.315990508,0.081716567,0.759604156
4,0,0.750442147,0.89119029,0.970065236,0.994445741,0.995842993,0.369536519,0.089406878,0.747857809,0.36089924,0.086543858,0.749288321,0.31597954,0.082217455,0.759760439
4,0,0.750587702,0.891545177,0.970053136,0.994426847,0.995829105,0.369641542,0.089905351,0.747993708,0.365379959,0.088680923,0.748764455,0.317784756,0.083801389,0.759776711
4,0,0.750704885,0.89164257,0.970022678,0.994411349,0.995816886,0.369733363,0.090341926,0.748112857,0.370239913,0.090917319,0.748167813,0.321065456,0.085715503,0.759508133
4,0,0.750712156,0.891842425,0.970014989,0.994401693,0.995809674,0.3698183,0.090745032,0.748222888,0.370528996,0.091734082,0.748354077,0.324834734,0.087658495,0.759119034
4,0,0.750676036,0.892124772,0.970119357,0.994377434,0.995792389,0.370602727,0.092367828,0.748543024,0.370487273,0.09205094,0.748467803,0.325504601,0.08885923,0.759315372
4,0,0.750671089,0.892189562,0.970169306,0.994357049,0.995777667,0.37169677,0.093728513,0.748693466,0.371671617,0.093287855,0.748547554,0.325574666,0.0894458,0.759479702
4,0,0.750640869,0.892700613,0.970184028,0.994353771,0.995775342,0.372492522,0.094625831,0.748772979,0.373834372,0.094796628,0.74844861,0.326310575,0.090380549,0.75957799
4,0,0.750628412,0.893934786,0.970194399,0.994353175,0.995775163,0.374074608,0.095761657,0.748716533,0.375060081,0.095728725,0.748416245,0.327603549,0.091527969,0.759594858
4,0,0.750522614,0.895476699,0.970192373,0.994353473,0.995775282,0.376491338,0.097067535,0.748489916,0.377195954,0.096779615,0.748173773,0.328667819,0.092501491,0.759620607
4,0,0.750491917,0.897834539,0.970164061,0.994351745,0.995773733,0.378888607,0.098109186,0.748180568,0.380313367,0.097978413,0.747711241,0.330479503,0.093622267,0.759498
4,0,0.75054276,0.899331331,0.970143378,0.994347215,0.99576968,0.381623834,0.099078447,0.747752726,0.383319974,0.099074364,0.747243404,0.333100855,0.094941825,0.759224594
4,0,0.750684977,0.900774658,0.970078945,0.994336843,0.995761275,0.386004388,0.100198954,0.746924281,0.386399925,0.100094825,0.74672997,0.33579874,0.096087575,0.758877814
4,0,0.750883818,0.9030357,0.97002399,0.994320691,0.99574846,0.390771538,0.101223111,0.745954394,0.390019268,0.100909501,0.745998085,0.338563591,0.097162217,0.758490264
4,0,0.751062632,0.905755401,0.96999222,0.994307339,0.995738328,0.395560145,0.102089763,0.744920969,0.393153012,0.101515114,0.745329201,0.341561794,0.098232359,0.758040249
4,0,0.750999689,0.908515573,0.96996665,0.994292915,0.995727122,0.400074542,0.102726668,0.743882835,0.395893991,0.102191299,0.744790912,0.34480381,0.099141926,0.75747478
4,0,0.75083673,0.909914017,0.96994102,0.994277418,0.995715082,0.404144615,0.103159279,0.742894888,0.398363292,0.102595121,0.744236052,0.347335398,0.099778593,0.757005453
4,0,0.750885546,0.911377311,0.969908714,0.994260967,0.995702386,0.407504976,0.103548765,0.742087662,0.400366247,0.102960676,0.7437976,0.349896133,0.100271821,0.756478906
4,0,0.751119614,0.912344754,0.969782829,0.994231343,0.995678842,0.41033119,0.103754014,0.741364896,0.401794851,0.103205085,0.743477464,0.351858139,0.100642949,0.756070137
4,0,0.751573801,0.911054254,0.96961081,0.994200528,0.995653927,0.412473977,0.103790253,0.740774393,0.403070152,0.103272289,0.743140876,0.353351086,0.100913554,0.755752683
4,0,0.752116024,0.909818649,0.969410062,0.994169533,0.995628357,0.414087534,0.103820056,0.74033004,0.404793084,0.103339553,0.742678642,0.35525921,0.101148248,0.75531441
4,0,0.752551377,0.909392893,0.969262242,0.994142354,0.995606303,0.415328801,0.103836834,0.739986002,0.406699181,0.10324797,0.74211061,0.357560337,0.101320446,0.754749835
4,0,0.752918422,0.909000158,0.969058752,0.994110823,0.995580733,0.416545451,0.103788733,0.739625573,0.408996373,0.103314161,0.741486311,0.360494435,0.101424366,0.753990233
4,0,0.753233075,0.907543063,0.968861222,0.994082153,0.995557129,0.41760999,0.103746533,0.739309847,0.41195184,0.103485465,0.740711153,0.362342894,0.101523191,0.753519416
4,0,0.753471136,0.906753778,0.968583643,0.994043052,0.995524526,0.418557227,0.103709102,0.739028811,0.414558828,0.103675902,0.740039647,0.364052296,0.101751566,0.753128171
4,0,0.753920317,0.906628788,0.968394339,0.993996322,0.995487511,0.419398338,0.103675842,0.73877883,0.41752702,0.103641093,0.739185631,0.366737664,0.101996809,0.752477407
4,0,0.754388332,0.906152308,0.968164682,0.993951797,0.995451212,0.42015785,0.103645414,0.738553226,0.419954538,0.103508264,0.738449633,0.368252754,0.102404475,0.752195239
4,0,0.754706919,0.905430853,0.968021631,0.993904769,0.995414197,0.420836091,0.103618473,0.738351464,0.421726048,0.103515744,0.737947702,0.369547725,0.102347106,0.75181663
4,0,0.755135119,0.905065775,0.96789068,0.99385637,0.99537611,0.421450853,0.103594095,0.738168538,0.422990382,0.103572398,0.737606406,0.370153695,0.102463663,0.751684606
4,0,0.755301237,0.904910982,0.967727244,0.993799269,0.995331228,0.422013044,0.103571713,0.738000989,0.424513638,0.103517592,0.737152219,0.371966183,0.102572978,0.75121969
4,0,0.755268455,0.904458404,0.967559218,0.993746936,0.995289981,0.422526717,0.103551328,0.737848103,0.425894797,0.103535414,0.736763239,0.372898519,0.102737159,0.751015842
4,0,0.755002975,0.902443826,0.967447042,0.993708909,0.99526006,0.423000455,0.103532493,0.737706661,0.426784039,0.103693038,0.736563563,0.374794781,0.102892816,0.750543594
4,0,0.755106747,0.90023762,0.967227817,0.993662834,0.995222867,0.424968332,0.103453457,0.737119079,0.427752882,0.103796631,0.736321628,0.375986755,0.103167683,0.750303566
4,0,0.75510782,0.898305416,0.967054844,0.993618608,0.995187283,0.427217036,0.103509754,0.736497223,0.429578871,0.10390988,0.7358374,0.37761867,0.10308975,0.74982667
4,0,0.755202413,0.895011723,0.966912985,0.993573308,0.99515152,0.429468542,0.103541702,0.735864758,0.430308491,0.104043573,0.735673904,0.379568934,0.103245616,0.749337196
4,0,0.755428731,0.891862094,0.966769993,0.993518054,0.995108008,0.431420684,0.10356915,0.735315382,0.431162834,0.104146034,0.735463381,0.380841434,0.103404522,0.749032855
4,0,0.755661368,0.882391453,0.966646433,0.993463039,0.995065331,0.43304342,0.103592366,0.734857798,0.431462049,0.104176909,0.7353881,0.381986886,0.103471816,0.748733163
4,0,0.755642653,0.873747885,0.966490567,0.993398905,0.995014906,0.43434602,0.103599519,0.734486401,0.431694895,0.104257643,0.73534888,0.382733583,0.103602707,0.748565137
4,0,0.754994869,0.866973579,0.966290832,0.993342996,0.994970262,0.435132205,0.103563845,0.734247804,0.431937397,0.10429287,0.735290945,0.38321811,0.103749335,0.748476326
4,0,0.754128337,0.859447002,0.966090977,0.993300259,0.994935572,0.435575783,0.103510827,0.734102249,0.43201831,0.104275614,0.735261738,0.383540988,0.103927851,0.748441994
4,0,0.753168344,0.852173448,0.966048837,0.993264973,0.994908452,0.435731351,0.103482127,0.734047294,0.432086885,0.104223341,0.735223472,0.38383472,0.104029268,0.748390377
4,0,0.752314508,0.847123742,0.966051638,0.993198693,0.994858682,0.435800731,0.103379846,0.733991981,0.432006419,0.104191631,0.735235393,0.384063184,0.104038924,0.74832803
4,0,0.751287401,0.842412114,0.966007113,0.993158996,0.994828403,0.435831785,0.103218824,0.733927429,0.430325896,0.103858083,0.7356022,0.384051979,0.104032338,0.748328209
4,0,0.750154853,0.836657286,0.965970516,0.993114948,0.994794667,0.435659826,0.103010416,0.733904839,0.427832395,0.103602648,0.736226737,0.383503824,0.104030192,0.748473346
4,0,0.749742866,0.828821957,0.965921342,0.993088841,0.994774342,0.433571756,0.102239072,0.734241068,0.425779253,0.10342294,0.736750782,0.382737696,0.103968024,0.748654187
4,0,0.748989701,0.814688623,0.965885341,0.993065357,0.994756401,0.428105146,0.100744098,0.735303044,0.423831075,0.102865338,0.737116516,0.382140011,0.103848338,0.748770535
4,0,0.749003947,0.803889334,0.965879738,0.993028224,0.994728625,0.423033059,0.099575698,0.736357689,0.421529412,0.101969063,0.737468541,0.381121606,0.103515029,0.748932242
4,0,0.749354839,0.794329047,0.965820611,0.992997646,0.994704843,0.418961555,0.098052859,0.737003565,0.419973284,0.101195246,0.737648308,0.378988147,0.10280174,0.749275208
4,0,0.749191225,0.787053823,0.965754986,0.992961824,0.994676948,0.414117157,0.096630096,0.737901509,0.417960435,0.100152194,0.737867653,0.3775599,0.102139294,0.749440968
4,0,0.748892307,0.780670643,0.965642154,0.992935538,0.994655967,0.410284221,0.094999611,0.738441288,0.416250974,0.099110603,0.738000989,0.376165807,0.101466358,0.749594033
4,0,0.749518156,0.776023149,0.965495408,0.992922544,0.99464494,0.407364249,0.093413383,0.738733888,0.413415194,0.097882509,0.738394082,0.374396473,0.100562125,0.749777079
4,0,0.750382781,0.770745635,0.96530664,0.99290663,0.99463129,0.40368849,0.091449887,0.739111841,0.412161052,0.096340775,0.738227427,0.372335672,0.09906438,0.749841928
4,0,0.750520468,0.770504594,0.965231001,0.992904544,0.994628727,0.402430773,0.090777338,0.739240944,0.411626697,0.095791519,0.738194227,0.37208882,0.098695993,0.749784887
4,0,0.751033783,0.770993352,0.965148926,0.992904723,0.994627535,0.401074588,0.089711875,0.739265323,0.410407603,0.094661832,0.738159895,0.370926797,0.097714812,0.74977392
4,0,0.751847982,0.771893024,0.965076745,0.992905378,0.994627416,0.399915874,0.088537633,0.739197791,0.409431934,0.093540281,0.738058329,0.369655192,0.096608132,0.749752641
4,0,0.753151596,0.773933411,0.965019405,0.992885768,0.994611859,0.39868027,0.087453514,0.739182353,0.40856111,0.092199087,0.737853229,0.369069993,0.095654219,0.74959147
4,0,0.754397392,0.776076257,0.96497041,0.992882013,0.994608283,0.397507548,0.086449832,0.739175975,0.407796502,0.090973943,0.737656116,0.368060887,0.09455502,0.749497175
4,0,0.755316257,0.777050018,0.964912713,0.992874205,0.994601965,0.396491945,0.085581094,0.739170671,0.407216638,0.090119421,0.737532556,0.367588341,0.093543977,0.749284625
4,0,0.756085098,0.777902126,0.964912415,0.992862165,0.994593024,0.395158768,0.08467418,0.739243686,0.406976938,0.089407414,0.737358987,0.367148578,0.09277004,0.74914211
4,0,0.756830692,0.779572546,0.964913189,0.992847145,0.994581699,0.393892229,0.083975166,0.739366591,0.406628013,0.088431865,0.737127304,0.366811454,0.092078865,0.74900043
4,0,0.758008659,0.784300089,0.964921474,0.992837727,0.994574606,0.393042326,0.083107561,0.739316225,0.406285346,0.087745219,0.736992598,0.366560727,0.09129262,0.748805106
4,0,0.758959472,0.787631273,0.965031624,0.99278146,0.994533539,0.392687708,0.082683414,0.739274085,0.40576458,0.086787105,0.736816823,0.366270423,0.09054172,0.748632133
4,0,0.759429574,0.788107157,0.965077996,0.992737651,0.994501054,0.392385125,0.082450271,0.739280999,0.404438406,0.085895836,0.736894369,0.365213692,0.089487493,0.748569489
4,0,0.759817719,0.788307369,0.965178072,0.992671907,0.994452715,0.391958386,0.08207339,0.739275396,0.403127551,0.085137069,0.737012804,0.363206863,0.08826229,0.748716116
4,0,0.760272205,0.788018405,0.965243161,0.992603123,0.994401634,0.391153395,0.081621945,0.739351809,0.402487487,0.084594697,0.737011969,0.360988379,0.087280542,0.749005616
4,0,0.760851264,0.788624167,0.965234995,0.992582858,0.994386375,0.3902843,0.08117047,0.739446342,0.402079552,0.084099889,0.736961186,0.359331608,0.086574286,0.749229968
4,0,0.76138556,0.789207935,0.965215862,0.992571831,0.994377494,0.389515042,0.080770761,0.739530265,0.402004451,0.083755016,0.736865401,0.358297348,0.086011797,0.749331534
4,0,0.762636662,0.789704204,0.965092182,0.99257338,0.994377315,0.388820767,0.08041051,0.739605725,0.401517808,0.083254337,0.736835301,0.358212709,0.085709602,0.749253631
4,0,0.764148533,0.790639222,0.964902163,0.992587745,0.9943856,0.38820219,0.080089092,0.739673257,0.401448667,0.082896292,0.736733079,0.358155072,0.085424691,0.749174118
4,0,0.766777694,0.793826222,0.964654326,0.992614269,0.994402647,0.387641221,0.079798162,0.739734054,0.401272058,0.082569122,0.736672163,0.358217657,0.085107416,0.749049723
4,0,0.769375384,0.798649669,0.964484572,0.992634714,0.994415939,0.387133271,0.07953459,0.739789128,0.401084363,0.082176268,0.736592233,0.358265013,0.084791124,0.748928964
4,0,0.770914793,0.79895395,0.964402139,0.992637873,0.994417429,0.386670053,0.079294175,0.739839852,0.40095824,0.081963539,0.736555636,0.358323395,0.084439605,0.748793781
4,0,0.772179186,0.798316181,0.964358509,0.992640615,0.994419277,0.386244595,0.079073817,0.739885688,0.400846928,0.081689149,0.736493886,0.358410388,0.084221005,0.748694897
4,0,0.773155332,0.79653281,0.964342713,0.992639661,0.994418204,0.385854661,0.078871489,0.739928126,0.400771946,0.081421286,0.736424387,0.358241737,0.083862931,0.748621762
4,0,0.774155974,0.793866038,0.964310169,0.992643952,0.994420886,0.385495901,0.078685433,0.739967227,0.400679529,0.081273586,0.736399949,0.358291686,0.083542526,0.748499751
4,0,0.775299788,0.790831327,0.964306653,0.992643297,0.994420469,0.385503471,0.078622609,0.739943802,0.400617689,0.081121534,0.736365914,0.358376682,0.083316267,0.748399794
4,0,0.776193142,0.787253797,0.964307129,0.992642641,0.994419873,0.385510325,0.078564227,0.739922345,0.400641561,0.080975085,0.736308813,0.358534038,0.083117962,0.748288095
4,0,0.777081728,0.782424271,0.964291453,0.992640257,0.994417727,0.38551712,0.07850796,0.739901245,0.400724649,0.080831856,0.736235797,0.358796179,0.082858533,0.748127043
4,0,0.777899027,0.775746286,0.964239955,0.992634058,0.994412601,0.385523736,0.078452557,0.739880562,0.400828004,0.080699831,0.736160755,0.359183908,0.082523406,0.747905016
4,0,0.778318644,0.770061255,0.96407485,0.992628753,0.994406581,0.385530084,0.078398734,0.739860713,0.401053488,0.080525696,0.736036122,0.35955134,0.082297355,0.747725785
4,0,0.778361142,0.766147912,0.963855088,0.992652178,0.994421601,0.385536432,0.078345895,0.739840984,0.401381761,0.080341727,0.73587811,0.360025346,0.082072377,0.74751687
4,0,0.778601766,0.763984263,0.963588715,0.992690384,0.994447589,0.385542572,0.078294367,0.739821792,0.401619285,0.08017382,0.735751987,0.360767663,0.081755519,0.747201204
4,0,0.779139042,0.759396672,0.963356733,0.992730558,0.994475365,0.385548592,0.078243881,0.739803314,0.401664734,0.080114245,0.735718429,0.360788465,0.081606686,0.74714613
4,0,0.779812396,0.75529933,0.963165164,0.99275291,0.994490206,0.385554492,0.078194439,0.739785075,0.401494354,0.0799613,0.735714376,0.360475957,0.081371933,0.747154951
4,0,0.780170143,0.751607239,0.96298945,0.992780507,0.994508982,0.385560453,0.078146279,0.739767313,0.401320189,0.079809546,0.735712469,0.360238224,0.081198364,0.747162282
4,0,0.780437946,0.749076307,0.962845027,0.992790461,0.994515181,0.385565937,0.078099161,0.73974973,0.401358008,0.0797216,0.735671341,0.360222787,0.081100434,0.747133613
4,0,0.78020066,0.747157216,0.962818503,0.992786288,0.994511604,0.38557145,0.078052759,0.739732802,0.401866168,0.079495817,0.735447347,0.360381484,0.080965132,0.747043073
4,0,0.780021548,0.745089352,0.962789297,0.992784977,0.994509995,0.385576665,0.078007847,0.739715576,0.402233064,0.079312444,0.735278606,0.361212015,0.080678254,0.746714175
4,0,0.78047359,0.742506266,0.96326822,0.992690086,0.994444609,0.385807097,0.078289062,0.739743531,0.401550829,0.07898128,0.735362172,0.361767888,0.080454469,0.746484399
4,0,0.780914247,0.739824891,0.964832664,0.992430747,0.994269907,0.386466652,0.079453707,0.739943564,0.399471998,0.078726023,0.735873342,0.360907555,0.080102116,0.746612489
4,0,0.781153262,0.737416029,0.966684699,0.992138565,0.994077325,0.387008518,0.080840439,0.74025625,0.395630151,0.078317672,0.736837387,0.358282328,0.079558074,0.747172415
4,0,0.781448662,0.732230484,0.968627155,0.99185133,0.993889749,0.387004703,0.081157357,0.740362585,0.391467959,0.078019053,0.737925828,0.354801297,0.07930699,0.748062313
4,0,0.781230688,0.7291013,0.969860971,0.991741002,0.993825078,0.387001604,0.08142367,0.740451872,0.389042765,0.07861504,0.738813698,0.352051318,0.079025239,0.748739779
4,0,0.780913711,0.729849935,0.970576406,0.991688669,0.993796468,0.386998475,0.081676185,0.740536213,0.388337195,0.079519719,0.739314437,0.34967348,0.079186857,0.749453247
4,0,0.780503154,0.732701838,0.972248554,0.991558075,0.993724942,0.386951268,0.082507074,0.740826011,0.383873194,0.07962507,0.740612447,0.347641677,0.079865545,0.750231624
4,0,0.780198097,0.734228909,0.973331749,0.991596282,0.993770123,0.386905789,0.083302349,0.741102695,0.382265747,0.080200076,0.741254926,0.344552457,0.08029592,0.751221895
4,0,0.779762805,0.735542178,0.973933101,0.991665184,0.993830621,0.38686499,0.084021151,0.741353035,0.379979581,0.081024736,0.742167234,0.342836291,0.080736041,0.751837134
4,0,0.779317856,0.736593068,0.974194229,0.991733611,0.993885458,0.386827171,0.084685057,0.741583884,0.379868716,0.081326336,0.742298484,0.340272099,0.081343293,0.752735138
4,0,0.778786778,0.73740685,0.974208772,0.991746068,0.993894815,0.386792243,0.085298508,0.741797149,0.378341019,0.081964821,0.742936313,0.340016425,0.081606299,0.752890825
4,0,0.778276563,0.737894297,0.974220216,0.991759837,0.993905127,0.386759967,0.085862875,0.741993189,0.371920556,0.082960248,0.745052218,0.338440716,0.082170248,0.753502011
4,0,0.777882695,0.738513827,0.974237919,0.991784334,0.993923426,0.386730194,0.086387515,0.742175639,0.366268843,0.083925188,0.746933401,0.332256734,0.083405077,0.755579412
4,0,0.776827693,0.74483192,0.974246562,0.991822362,0.993951917,0.386702418,0.086876482,0.742345393,0.363023311,0.084714651,0.748084188,0.327570319,0.08424437,0.757117093
4,0,0.775573134,0.754754782,0.974058449,0.991947532,0.994042099,0.386676699,0.087331265,0.742503226,0.361007392,0.085296005,0.748826265,0.324462652,0.084811479,0.758140504
4,0,0.77418983,0.765227795,0.973695099,0.992132306,0.994173467,0.385211468,0.088051468,0.743150115,0.360939056,0.085691929,0.748973846,0.321704358,0.085344583,0.759053111
4,0,0.773046851,0.775512934,0.973299563,0.992317855,0.994304836,0.383837849,0.088726372,0.74375546,0.356904626,0.086668581,0.750391841,0.321354389,0.085674763,0.759252608
4,0,0.772309422,0.783900738,0.972906709,0.992482305,0.994421065,0.382492602,0.089351416,0.744335175,0.356380969,0.087094635,0.750672281,0.319292635,0.086298704,0.760002911
4,0,0.77177453,0.788370311,0.972561657,0.9926157,0.994515479,0.378540903,0.090331703,0.745750189,0.353651315,0.087911397,0.751675904,0.31859377,0.086705297,0.760319531
4,0,0.771297574,0.796826899,0.972223222,0.99271518,0.994584799,0.37537694,0.091483593,0.746998966,0.34916842,0.088827431,0.753182709,0.316686571,0.087314337,0.761020303
4,0,0.770818233,0.808585405,0.972084403,0.992757916,0.994614184,0.371041298,0.092528671,0.748530149,0.348900974,0.089173675,0.753366172,0.313041508,0.08818841,0.762263119
4,0,0.770600796,0.8143121,0.971998632,0.992772341,0.994623661,0.366061985,0.093679637,0.750261426,0.348606467,0.089493394,0.753548145,0.312304199,0.088586599,0.762584567
4,0,0.770307899,0.817966759,0.971862435,0.992809117,0.994648755,0.363420844,0.094358295,0.751200497,0.347626776,0.090130657,0.754015267,0.311792374,0.088922322,0.762826264
4,0,0.770211458,0.821012318,0.971639633,0.992853165,0.994678557,0.361619055,0.094910443,0.751867175,0.346737504,0.090629041,0.754413545,0.310781151,0.089482427,0.763269782
4,0,0.770103574,0.824634492,0.97142309,0.992885649,0.994699359,0.359817624,0.095443964,0.752527118,0.346488446,0.09092769,0.754575968,0.309692979,0.090025038,0.763729393
4,0,0.770033419,0.828225136,0.971253395,0.992929876,0.994730175,0.358115733,0.095938116,0.753147006,0.346292317,0.09117201,0.7547068,0.308545172,0.090603948,0.7642138
4,0,0.770081043,0.832344413,0.971120834,0.99295944,0.994750142,0.357093394,0.096325994,0.753547549,0.346156389,0.091426373,0.754824996,0.307411671,0.091168344,0.764689803
4,0,0.770237923,0.838886619,0.971016347,0.992986441,0.994768679,0.356401145,0.09658426,0.753817976,0.346030742,0.091677308,0.754938722,0.307119429,0.091487944,0.764867425
4,0,0.770804167,0.847289681,0.970946133,0.993018806,0.994791806,0.355856627,0.096821368,0.754041076,0.345936626,0.091944277,0.755049229,0.306922913,0.091779649,0.765012324
4,0,0.77107811,0.853216469,0.970939696,0.993024886,0.994796097,0.355544478,0.09700942,0.754185617,0.345863581,0.092208683,0.755153239,0.30678004,0.092040241,0.76513344
